City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,doka,13.5167,35.7667,24.95,27,2,3.1,SD,1703025578
362,le vauclin,14.5452,-60.8388,26.03,69,0,3.09,MQ,1703025578
363,kasongo-lunda,-6.4667,16.8167,21.56,86,100,0.47,CD,1703025578
364,kievka,50.2619,71.5514,-5.58,95,100,7.29,KZ,1703025578
365,dunedin,-45.8742,170.5036,23.37,43,98,1.49,NZ,1703025492
366,mahalapye,-23.1041,26.8142,24.16,58,71,6.79,BW,1703025578
367,kropp,54.4167,9.5167,4.9,95,92,3.6,DE,1703025578
368,verkhnevilyuysk,63.4453,120.3167,-24.88,93,98,2.93,RU,1703025579
369,jinghong,21.991,100.7341,13.84,90,87,1.19,CN,1703025579
370,ballina,-28.8667,153.5667,27.1,57,75,3.42,AU,1703025579
371,port saint john's,-31.6229,29.5448,21.27,85,97,5.12,ZA,1703025579
372,taber,49.8167,-112.1518,5.92,68,91,1.54,CA,1703025579
373,yaren,-0.5472,166.916,28.32,80,96,4.59,NR,1703025579
374,holualoa,19.6228,-155.9522,25.43,73,75,4.12,US,1703025579
375,igarka,67.4667,86.5833,-14.79,74,100,12.59,RU,1703025579
376,patacamaya,-17.2333,-67.9167,14.11,57,94,3.11,BO,1703025579
377,arkhara,49.4212,130.0842,-31.83,100,100,1.79,RU,1703025579
378,petropavlovsk-kamchatsky,53.0452,158.6483,-16.67,72,0,4.0,RU,1703025579
379,sabang,5.8933,95.3214,28.0,75,19,6.65,ID,1703025579
380,katsuura,35.1333,140.3,10.17,70,99,3.77,JP,1703025579
381,luwuk,-0.9516,122.7875,27.09,85,73,0.22,ID,1703025579
382,tugulym,57.0591,64.6425,-6.96,96,23,2.75,RU,1703025579
383,sanya,18.2431,109.505,22.09,73,75,2.0,CN,1703025579
384,mont-laurier,46.5501,-75.4993,-7.21,88,41,1.39,CA,1703025580
385,olyokminsk,60.3736,120.4264,-23.49,87,100,3.82,RU,1703025580
386,zaozersk,69.4005,32.4476,-9.82,98,100,2.67,RU,1703025580
387,murashi,59.3999,48.9615,-0.68,97,100,5.82,RU,1703025318
388,brookings,44.3114,-96.7984,3.43,66,0,2.06,US,1703025580
389,oppdal,62.5943,9.6912,-10.53,83,94,3.97,NO,1703025580
390,qarazhal,48.0078,70.7903,-4.88,93,100,9.27,KZ,1703025580
391,santa terezinha,-29.9002,-50.0904,23.03,94,95,5.14,BR,1703025580
392,saint-joseph,-21.3667,55.6167,25.26,83,100,0.88,RE,1703025580
393,badger,64.8,-147.5333,-12.33,83,75,3.6,US,1703025282
394,bardai,11.65,7.2333,20.41,28,4,3.56,NG,1703025580
395,wakkanai,45.4094,141.6739,-3.28,79,100,4.92,JP,1703025580
396,gabu,12.2833,-14.2167,23.0,15,73,3.61,GW,1703025580
397,barcelos,41.5388,-8.6151,9.08,77,100,1.69,PT,1703025580
398,kikwit,-5.041,18.8162,22.57,87,100,0.28,CD,1703025580
399,ebaye,8.7748,167.7392,29.01,70,40,8.23,MH,1703025580
400,machali,-34.1833,-70.6667,21.6,46,20,5.14,CL,1703025580
401,geneina,13.45,22.45,20.27,27,100,4.14,SD,1703025580
402,san patricio,28.017,-97.5169,21.4,64,100,4.22,US,1703025581
403,lagoa,39.05,-27.9833,16.09,82,100,10.63,PT,1703025581
404,jalai nur,49.45,117.7,-33.92,95,23,1.73,CN,1703025581
405,sasso marconi,44.3995,11.2495,8.93,77,0,1.03,IT,1703025581
406,saudarkrokur,65.7461,-19.6394,-7.16,82,96,4.75,IS,1703025581
407,norilsk,69.3535,88.2027,-13.65,64,100,11.87,RU,1703025293
408,alaghsas,17.0187,8.0168,20.0,16,37,3.53,NE,1703025581
409,al jahra',29.3375,47.6581,18.68,70,1,1.71,KW,1703025581
410,essaouira,31.5125,-9.77,13.72,67,40,1.54,MA,1703025581
411,okakarara,-20.5833,17.4333,24.57,45,53,0.65,NA,1703025581
412,praia da vitoria,38.7333,-27.0667,16.14,94,40,6.48,PT,1703025581
413,hollabrunn,48.55,16.0833,6.91,70,56,1.34,AT,1703025581
414,waimea,20.0231,-155.6717,21.37,92,99,2.68,US,1703025582
415,villa gesell,-37.2639,-56.973,16.14,62,99,6.39,AR,1703025582
416,champerico,14.3,-91.9167,31.3,68,8,2.62,GT,1703025582
417,kirovskoye,42.6198,71.5891,8.27,76,35,1.93,KG,1703025582
418,awjilah,29.1081,21.2869,13.23,62,100,3.36,LY,1703025582
419,balykshi,47.0667,51.8667,0.0,100,100,3.0,KZ,1703025582
420,kon tum,14.35,108.0,18.54,89,70,1.33,VN,1703025582
421,celestun,20.8667,-90.4,23.0,55,77,5.73,MX,1703025582
422,ziniare,12.5822,-1.2983,23.02,17,1,4.56,BF,1703025582
423,taroa,8.7058,171.2275,27.25,80,100,11.87,MH,1703025582
424,port hedland,-20.3167,118.5667,25.03,83,3,4.63,AU,1703025582
425,yabucoa,18.0505,-65.8793,26.67,82,74,2.96,PR,1703025582
426,maintirano,-18.0667,44.0167,27.67,73,99,1.26,MG,1703025582
427,chiredzi,-21.05,31.6667,23.02,85,100,3.42,ZW,1703025582
428,santo antonio do ica,-3.1022,-67.9397,25.68,91,96,1.11,BR,1703025582
429,nagqu,31.5,92.0,-28.11,89,5,1.18,CN,1703025583
430,egilsstadir,65.2653,-14.3948,-4.05,50,0,5.14,IS,1703025583
431,sarh,9.1429,18.3923,20.95,68,0,0.0,TD,1703025583
432,loango,-4.6719,11.8312,25.89,89,100,1.51,CG,1703025583
433,vila franca do campo,37.7167,-25.4333,18.27,99,100,3.83,PT,1703025583
434,kailashahar,24.3333,92.0167,12.74,95,13,0.55,IN,1703025583
435,mana,5.6592,-53.7767,25.89,91,4,3.88,GF,1703025583
436,la rinconada,37.4873,-5.9826,9.63,81,0,0.0,ES,1703025491
437,santa ana,33.7456,-117.8678,20.44,65,75,2.06,US,1703025301
438,camilla,31.2313,-84.2105,9.03,50,8,2.74,US,1703025546
439,lompoc,34.6391,-120.4579,19.32,71,100,3.6,US,1703025583
440,san rafael del sur,11.8485,-86.4384,29.54,54,4,6.15,NI,1703025583
441,savanna-la-mar,18.219,-78.1332,25.97,67,3,5.63,JM,1703025583
442,rio grande,-32.035,-52.0986,21.06,88,100,8.15,BR,1703025583
443,totness,5.8833,-56.3167,26.45,85,21,4.87,SR,1703025583
444,angaur state,6.906,134.13,28.47,76,15,5.26,PW,1703025583
445,novodvinsk,64.4165,40.8122,-1.14,97,100,3.55,RU,1703025583
446,kendari,-3.945,122.4989,25.71,88,88,1.99,ID,1703025583
447,vorkuta,67.5,64.0,-15.85,91,99,3.52,RU,1703025584
448,cidreira,-30.1811,-50.2056,23.01,92,99,6.19,BR,1703025584
449,sao joao dos inhamuns,-6.0,-40.2833,24.03,82,89,6.23,BR,1703025584
450,grandview,38.8858,-94.533,8.42,46,0,7.72,US,1703025584
451,anloga,5.7947,0.8973,28.03,80,10,4.67,GH,1703025584
452,novyy urengoy,66.0833,76.6333,-12.9,93,100,7.93,RU,1703025584
453,urangan,-25.3,152.9,29.0,72,8,2.68,AU,1703025286
454,serov,59.6033,60.5787,-10.14,92,24,3.71,RU,1703025584
455,nouadhibou,20.931,-17.0347,18.99,32,72,7.72,MR,1703025584
456,port moresby,-9.4431,147.1797,27.68,74,40,2.06,PG,1703025584
457,ibirama,-27.0569,-49.5178,22.95,90,47,2.01,BR,1703025584
458,santa maria chiquimula,15.0303,-91.3292,22.0,43,9,2.31,GT,1703025584
459,kota belud,6.351,116.4305,25.17,89,79,2.18,MY,1703025473
460,aripuana,-9.1667,-60.6333,25.14,85,88,0.98,BR,1703025584
461,rongelap,11.1635,166.8941,27.29,78,100,9.25,MH,1703025584
462,mahavelona,-17.6848,49.5087,24.55,92,81,1.75,MG,1703025584
463,ghardaia,32.4909,3.6735,10.64,66,0,5.14,DZ,1703025585
464,quellon,-43.1167,-73.6167,15.4,70,19,2.9,CL,1703025585
465,moussoro,13.6408,16.4901,23.54,26,16,4.71,TD,1703025585
466,puerto leguizamo,-0.1934,-74.7819,25.67,90,99,0.65,CO,1703025585
467,benoy-yurt,43.69,45.05,5.16,89,7,2.1,RU,1703025585
468,dalandzadgad,43.5708,104.425,-23.28,87,7,6.89,MN,1703025585
469,knyaze-volkonskoye,48.4642,135.4567,-29.81,99,96,0.89,RU,1703025585
470,al ghayzah,16.2079,52.176,22.8,67,0,2.41,YE,1703025585
471,rivne,50.6231,26.2274,5.6,65,100,7.32,UA,1703025585
472,hede,33.7681,120.2517,-2.33,62,4,4.92,CN,1703025585
473,ardestan,33.3761,52.3694,5.39,55,2,1.19,IR,1703025585
474,ar raqqah,35.95,39.0167,9.02,56,3,2.32,SY,1703025585
475,cuyo,10.8525,121.0086,27.27,80,78,3.83,PH,1703025585
476,cinco saltos,-38.8222,-68.0629,18.85,39,0,4.63,AR,1703025585
477,rodniki,57.1051,41.7305,1.49,96,100,6.76,RU,1703025585
478,baidoa,3.1138,43.6498,23.6,76,92,4.73,SO,1703025585
479,fortuna,40.5982,-124.1573,15.92,88,0,7.2,US,1703025586
480,lihue,21.9789,-159.3672,25.58,76,75,10.29,US,1703025512
481,nantucket,41.2835,-70.0995,6.08,70,0,5.14,US,1703025513
482,santana,-0.0583,-51.1817,31.1,70,20,5.66,BR,1703025586
483,verdal,63.7933,11.4817,1.02,78,97,2.42,NO,1703025586
484,nadym,65.5333,72.5167,-15.29,96,91,5.66,RU,1703025586
485,bandarbeyla,9.4942,50.8122,24.42,80,44,8.0,SO,1703025586
486,mzimba,-11.9,33.6,21.97,68,88,3.5,MW,1703025586
487,cabedelo,-6.9811,-34.8339,26.37,83,95,4.15,BR,1703025340
488,dan sadau,11.2962,6.4952,22.05,26,2,2.63,NG,1703025586
489,manado,1.487,124.8455,24.43,94,20,0.51,ID,1703025586
490,guerrero negro,27.9769,-114.0611,21.2,53,83,5.89,MX,1703025586
491,qarah bagh,34.9402,61.7759,0.77,90,94,2.7,AF,1703025586
492,zomba,-15.386,35.3188,21.59,91,100,1.36,MW,1703025586
493,taro,-8.3862,115.28,21.03,78,63,0.85,ID,1703025586
494,conception bay south,47.4999,-52.9981,13.02,88,100,9.58,CA,1703025586
495,lindsdal,56.7333,16.3,4.47,88,22,4.12,SE,1703025586
496,primorsk,46.7348,36.3443,5.96,92,46,3.97,UA,1703025586
497,naracoorte,-36.9579,140.7383,16.1,43,0,6.62,AU,1703025587
498,kone,-21.0595,164.8658,31.02,50,0,1.67,NC,1703025587
499,adam,22.3756,57.5233,16.48,72,4,1.65,OM,1703025587
500,fray luis beltran,-39.3167,-65.7667,16.33,34,100,1.95,AR,1703025587
501,jegunovce,42.0736,21.1236,-4.01,63,35,1.1,MK,1703025587
502,keflavik,64.0049,-22.5624,2.24,60,75,6.17,IS,1703025587
503,rumoi,43.9344,141.6428,-3.76,78,100,6.15,JP,1703025559
504,cruzeiro do sul,-29.5128,-51.9853,23.62,84,100,2.93,BR,1703025587
505,encruzilhada do sul,-30.5439,-52.5219,16.57,95,100,6.53,BR,1703025340
506,kalmunai,7.4167,81.8167,25.35,88,73,2.99,LK,1703025587
507,buritis,-15.6178,-46.4233,25.18,62,98,1.63,BR,1703025587
508,vieste,41.8825,16.175,12.96,63,69,0.97,IT,1703025587
509,orkney,-26.9802,26.6727,24.55,45,48,3.76,ZA,1703025587
510,susuman,62.7833,148.1667,-36.36,100,97,0.48,RU,1703025587
511,portland,45.5234,-122.6762,14.6,86,75,7.72,US,1703025481
512,guelendeng,10.9176,15.5501,24.45,26,94,3.09,TD,1703025587
513,papao,-17.75,-149.55,27.82,76,100,4.15,PF,1703025587
514,vorgashor,67.5833,63.95,-16.05,92,99,3.8,RU,1703025587
515,happy valley-goose bay,53.3168,-60.3315,7.17,81,100,5.14,CA,1703025588
516,basse-terre,16.1667,-61.6667,22.58,78,0,1.54,GP,1703025384
517,toliara,-23.35,43.6667,24.94,73,84,7.41,MG,1703025588
518,sidney,-33.8679,151.2073,18.51,92,75,13.89,AU,1703025462
519,madimba,-10.4,40.3333,27.9,83,100,5.3,TZ,1703025588
520,tual,-5.6667,132.75,28.56,76,100,6.43,ID,1703025588
521,tamandare,-8.7597,-35.1047,25.02,88,100,3.53,BR,1703025588
522,mejit,10.2753,170.8646,27.14,78,87,10.85,MH,1703025588
523,sparta,43.9441,-90.8129,1.74,48,100,3.6,US,1703025588
524,mirzapur,25.15,82.5833,12.17,45,99,2.08,IN,1703025588
525,fiche,9.8,38.7333,13.39,65,100,0.97,ET,1703025588
526,xai-xai,-25.0519,33.6442,23.02,92,72,1.68,MZ,1703025588
527,alofi,-19.0595,-169.9187,28.94,74,75,9.26,NU,1703025588
528,al hawatah,13.4167,34.6333,26.95,24,0,3.03,SD,1703025588
529,lubango,-14.9172,13.4925,18.92,94,75,2.57,AO,1703025515
530,ceeldheer,3.8488,47.1806,25.77,80,92,9.06,SO,1703025588
531,belmonte,-15.8631,-38.8828,20.89,92,95,4.64,BR,1703025589
532,yung shue wan,22.2333,114.1167,14.23,72,13,6.25,HK,1703025589
533,callao,-12.0667,-77.15,23.16,73,0,7.2,PE,1703025589
534,grand baie,-20.0182,57.5802,24.26,91,94,1.34,MU,1703025589
535,nogales,31.3086,-110.9422,23.76,10,20,6.22,MX,1703025365
536,carolina beach,34.0352,-77.8936,6.71,55,0,5.0,US,1703025445
537,saint-denis,48.9167,2.3333,9.27,92,0,4.63,FR,1703025589
538,colonia,50.9333,6.95,8.36,92,75,4.63,DE,1703025589
539,labrador city,52.9463,-66.9114,-9.05,86,100,1.54,CA,1703025589
540,camayenne,9.535,-13.6878,27.2,74,35,5.71,GN,1703025589
541,galesong,-5.3166,119.3661,23.01,70,87,0.39,ID,1703025589
542,popondetta,-8.7537,148.2534,25.9,87,100,0.41,PG,1703025589
543,candido de abreu,-24.5669,-51.3333,21.56,98,100,1.89,BR,1703025589
544,crescent city,41.756,-124.2018,13.19,100,100,4.63,US,1703025589
545,cabo,-8.2833,-35.0333,25.96,87,100,2.0,BR,1703025589
546,kamikawa,43.84,142.7711,-7.44,92,100,2.47,JP,1703025589
547,taquari,-29.7997,-51.8644,23.51,90,100,3.12,BR,1703025447
548,hanceville,34.0607,-86.7675,7.53,44,6,2.0,US,1703025589
549,nishiwaki,34.9833,134.9667,5.62,78,94,0.75,JP,1703025589
550,tumpat,6.1978,102.171,25.99,89,20,0.0,MY,1703025589
551,korsor,55.3299,11.1386,4.43,100,58,8.15,DK,1703025590
552,cuito,-12.3833,16.9333,17.07,90,100,1.59,AO,1703025590
553,whakatane,-37.9585,176.9854,24.17,80,13,2.68,NZ,1703025438
554,medicine hat,50.0501,-110.6683,4.36,66,75,1.54,CA,1703025297
555,meadow lakes,61.6247,-149.6011,-1.19,83,100,0.0,US,1703025590
556,val-d'or,48.1002,-77.7828,-10.95,85,40,3.09,CA,1703025531
557,altay,47.8667,88.1167,-10.69,73,100,0.18,CN,1703025590
558,karratha,-20.7377,116.8463,24.46,67,2,5.56,AU,1703025590
559,yuzhno-kurilsk,44.0306,145.8556,-2.57,76,91,2.22,RU,1703025590
560,caluula,11.9661,50.7569,24.94,82,91,5.65,SO,1703025590
561,bethanie,-26.4833,17.15,24.38,26,0,2.09,NA,1703025590
562,prince rupert,54.3161,-130.3201,6.05,100,100,4.63,CA,1703025590
563,achinsk,56.2694,90.4993,-20.17,69,22,5.81,RU,1703025590
564,burnie,-41.0667,145.9167,15.81,47,0,1.55,AU,1703025590
565,azul,-36.777,-59.8585,15.71,69,57,4.11,AR,1703025590
566,lander,42.833,-108.7307,8.33,56,0,1.54,US,1703025590
567,phalodi,27.1333,72.3667,15.09,27,43,2.12,IN,1703025590
568,strezhevoy,60.7333,77.5889,-11.09,95,100,3.81,RU,1703025590
569,newman,37.3138,-121.0208,18.19,89,99,2.24,US,1703025590
570,kovalam,8.3667,76.9967,28.05,78,20,1.54,IN,1703025591
571,xilin hot,43.9667,116.0333,-30.64,93,73,1.54,CN,1703025591
572,och'amch'ire,42.7123,41.4686,6.78,68,9,1.84,GE,1703025591
573,gafargaon,24.4333,90.5667,16.62,80,4,1.47,BD,1703025591
574,terra santa,-2.1042,-56.4869,25.2,90,83,1.51,BR,1703025591
575,al jawf,29.5,38.75,9.78,62,0,3.65,SA,1703025591
576,sao joao da barra,-21.6403,-41.0511,26.05,82,0,2.46,BR,1703025545
577,roma,43.2128,-75.4557,-2.16,83,100,6.17,US,1703025293
578,martapura,-3.4167,114.85,26.05,94,40,2.57,ID,1703025591
579,abashiri,44.0213,144.2697,-5.46,72,100,2.11,JP,1703025591
580,howard springs,-12.497,131.047,30.49,92,100,3.22,AU,1703025591
581,satellite beach,28.1761,-80.5901,15.59,75,0,7.72,US,1703025591
